,어린이집명,시도명,시군구명,어린이집유형구분,정원수,보육교직원수,소재지도로명주소,어린이집전화번호,어린이집팩스번호,보육실수,놀이터수,CCTV설치수,통학차량운영여부,홈페이지주소,데이터기준일자,위도,경도
143,신색동어린이집,전라북도,전주시 완산구,가정,19,5,전라북도 전주시 완산구 용리로 133,063-224-8848,063-224-8848,3,N,0,1,,2019-04-01,35.79768781,127.1243781
144,해랑꿈이랑어린이집,전라북도,전주시 완산구,가정,19,5,전라북도 전주시 완산구 거마평로 93,063-236-1474,063-236-1474,3,Y,4,1,,2019-04-01,35.80106667,127.1159683
145,코코어린이집,전라북도,전주시 완산구,가정,19,5,전라북도 전주시 완산구 양지2길 52-7,063-227-4833,,3,N,0,1,,2019-04-01,35.79083253,127.1202094
146,디모데어린이집,전라북도,전주시 완산구,가정,13,4,전라북도 전주시 완산구 새터로 95,063-255-2062,,3,Y,0,0,,2019-04-01,37.47594397,126.8567405
147,혜윰어린이집,전라북도,전주시 완산구,가정,19,7,전라북도 전주시 완산구 장승배기로 15,063-225-8529,,3,N,1,1,,2019-04-01,37.49978543,126.9427333
148,똑똑똑어린이집,전라북도,전주시 완산구,가정,20,6,전라북도 전주시 완산구 거마평로 125,063-222-7975,,4,N,0,1,,2019-04-01,35.80410034,127.1146346
149,성원가정어린이집,전라북도,전주시 완산구,가정,16,6,전라북도 전주시 완산구 새터로 60,063-901-1556,,2,Y,0,1,,2019-04-01,35.83533777,127.1123274
150,서곡한빛어린이집,전라북도,전주시 완산구,가정,20,3,전라북도 전주시 완산구 서곡로 22,063-278-8085,063-278-8085,3,Y,0,0,,2019-04-01,35.83025964,127.0984415
151,중흥사랑숲어린이집,전라북도,전주시 완산구,가정,13,3,전라북도 전주시 완산구 새터로 74,063-901-7975,063-901-7975,3,N,4,1,,2019-04-01,35.83521408,127.1142806
152,비테어린이집,전라북도,전주시 완산구,가정,20,6,전라북도 전주시 완산구 평화2길 13,063-236-3466,,3,N,0,1,,2019-04-01,35.78203212,127.1343488
153,행복주머니어린이집,전라북도,전주시 완산구,가정,19,5,전라북도 전주시 완산구 평화로 120,063-902-9507,,3,N,0,1,,2019-04-01,37.70248423,127.0477945
154,사랑나무어린이집,전라북도,전주시 완산구,가정,16,6,전라북도 전주시 완산구 새터로 95,063-275-3477,,3,Y,0,0,,2019-04-01,37.47594397,126.8567405
155,양지가정어린이집,전라북도,전주시 완산구,가정,18,1,전라북도 전주시 완산구 양지2길 10,063-223-2441,,1,N,0,0,,2019-04-01,37.47087797,126.931769
156,아띠어린이집,전라북도,전주시 완산구,가정,19,6,전라북도 전주시 완산구 평화7길 40,063-229-3773,063-901-5418,3,N,0,1,,2019-04-01,35.78510901,127.1391306
157,리틀영재어린이집,전라북도,전주시 완산구,가정,17,3,전라북도 전주시 완산구 신촌3길 1,063-228-4013,,3,N,0,1,,2019-04-01,37.31437232,126.8158677
158,이문선가정어린이집,전라북도,전주시 완산구,가정,20,5,전라북도 전주시 완산구 서원로 270,063-222-3719,063-237-4066,3,N,0,1,,2019-04-01,35.81177985,127.1238644
159,해오름어린이집,전라북도,전주시 완산구,가정,20,6,전라북도 전주시 완산구 인봉남로 56,063-288-6433,,3,N,0,1,,2019-04-01,35.82593818,127.158897
160,미소짓는어린이집,전라북도,전주시 완산구,가정,19,6,전라북도 전주시 완산구 신촌3길 1,063-904-7233,,3,N,0,1,,2019-04-01,37.31437232,126.8158677
161,행복한어린이집,전라북도,전주시 완산구,가정,19,5,전라북도 전주시 완산구 장승배기로 15,063-225-8494,063-225-8494,3,Y,0,1,,2019-04-01,37.49978543,126.9427333
162,마미어린이집,전라북도,전주시 완산구,가정,13,4,전라북도 전주시 완산구 온고을로 121,063-274-2872,,3,Y,4,0,,2019-04-01,35.83348323,127.1071126
163,열린아이세상어린이집,전라북도,전주시 완산구,가정,13,4,전라북도 전주시 완산구 온고을로 121,063-273-2246,,3,N,0,0,,2019-04-01,35.83348323,127.1071126
164,늘푸른동산어린이집,전라북도,전주시 완산구,가정,20,7,전라북도 전주시 완산구 따박골로 11,063-904-3393,,3,N,0,1,,2019-04-01,35.81010031,127.1244271
165,해뜨는어린이집,전라북도,전주시 완산구,가정,15,5,전라북도 전주시 완산구 장승배기로 15,063-225-1152,,3,N,0,1,,2019-04-01,37.49978543,126.9427333
166,뿡뿡이어린이집,전라북도,전주시 완산구,가정,19,7,전라북도 전주시 완산구 평화로 95,063-221-2664,063-221-2664,4,N,0,1,,2019-04-01,35.78510176,127.1331957
167,두산푸른솔어린이집,전라북도,전주시 완산구,가정,19,6,전라북도 전주시 완산구 양지1길 16-3,063-228-5485,063-228-5485,3,Y,0,1,,2019-04-01,35.79092759,127.118871
168,노리숲어린이집,전라북도,전주시 완산구,가정,19,4,전라북도 전주시 완산구 삼천동1가 강변로 98,063-211-1330,,3,N,0,1,,2019-04-01,35.7998651,127.11169
169,엘드사랑의어린이집,전라북도,전주시 완산구,가정,19,5,전라북도 전주시 완산구 세내로 241,063-226-9226,063-226-9226,3,N,0,1,,2019-04-01,35.81273369,127.1096328
170,크는나무어린이집,전라북도,전주시 완산구,가정,20,6,전라북도 전주시 완산구 따박골로 46,063-228-2276,063-237-2276,3,N,0,1,,2019-04-01,35.81025701,127.1271244
171,해솜어린이집,전라북도,전주시 완산구,가정,19,5,전라북도 전주시 완산구 모악로 4681,063-229-8586,063-272-6725,3,Y,0,1,,2019-04-01,35.78735976,127.1275753
172,꿈샘어린이집,전라북도,전주시 완산구,가정,18,6,전라북도 전주시 완산구 덕적골1길 33,063-901-6552,063-285-6552,3,Y,0,1,,2019-04-01,35.79469344,127.1408195
173,맑은아이숲어린이집,전라북도,전주시 완산구,가정,17,3,전라북도 전주시 완산구 삼천천변1길 45,063-226-4465,,2,N,0,1,,2019-04-01,35.79572647,127.1152545
174,쑥쑥어린이집,전라북도,전주시 완산구,가정,20,6,전라북도 전주시 완산구 평화로 100,063-227-2330,063-227-2330,3,N,0,1,,2019-04-01,37.7660558,126.768558
175,키즈콜럼버스어린이집,전라북도,전주시 완산구,가정,20,4,전라북도 전주시 완산구 고사평1길 8-13,063-251-3777,,2,N,0,3,,2019-04-01,35.83574996,127.1086454
176,한우리어린이집,전라북도,전주시 완산구,가정,17,5,전라북도 전주시 완산구 서곡로 11,063-275-8599,063-278-8599,3,N,4,0,,2019-04-01,35.83228661,127.0974986
177,튼튼아가어린이집,전라북도,전주시 완산구,가정,19,5,전라북도 전주시 완산구 당산로 55,063-274-3693,,3,N,0,1,,2019-04-01,37.35656849,126.9449544
178,노아어린이집,전라북도,전주시 완산구,가정,18,6,전라북도 전주시 완산구 안행2길 26,063-224-8912,063-236-0142,3,N,0,1,,2019-04-01,35.80361872,127.1283521
179,푸른어린이집,전라북도,전주시 완산구,가정,19,7,전라북도 전주시 완산구 평화로 95,063-903-4419,063-903-2997,3,N,0,1,,2019-04-01,35.78510176,127.1331957
180,뛰어라올챙이어린이집,전라북도,전주시 완산구,가정,13,5,전라북도 전주시 완산구 양지2길 10,063-226-0600,,3,Y,0,1,,2019-04-01,37.47087797,126.931769
181,꿈속어린이집,전라북도,전주시 완산구,가정,19,4,전라북도 전주시 완산구 평화동2가 맏내1길 5,063-225-6544,063-224-6544,3,N,4,1,,2019-04-01,35.79049694,127.1302943
182,평화어린이집,전라북도,전주시 완산구,가정,19,7,전라북도 전주시 완산구 평화로 120,063-228-6111,,3,Y,0,1,,2019-04-01,37.70248423,127.0477945
183,꿈꾸는어린이집,전라북도,전주시 완산구,가정,20,7,전라북도 전주시 완산구 당산로 34,063-278-4244,063-253-1737,3,Y,1,1,,2019-04-01,37.51746312,126.8964937
184,그린별어린이집,전라북도,전주시 완산구,가정,20,6,전라북도 전주시 완산구 영경1길 25,063-223-4558,063-223-4558,3,Y,0,1,,2019-04-01,35.81826696,127.12524
185,행복한미키어린이집,전라북도,전주시 완산구,가정,20,5,전라북도 전주시 완산구 평화동1가 덕적골1길 50,063-227-6382,063-227-6382,4,N,5,1,,2019-04-01,35.79329229,127.1396979
186,신일아이사랑어린이집,전라북도,전주시 완산구,가정,20,6,전라북도 전주시 완산구 강변로 98,063-221-7661,,3,Y,0,0,,2019-04-01,35.7998651,127.11169
187,병아리어린이집,전라북도,전주시 완산구,가정,14,4,전라북도 전주시 완산구 모악로 4685,063-226-7004,,3,N,0,1,,2019-04-01,35.78798652,127.1294969
188,하늘꿈어린이집,전라북도,전주시 완산구,가정,18,5,전라북도 전주시 완산구 강변로 106,063-229-0262,,3,N,0,0,,2019-04-01,35.80061326,127.1126323
189,캥거루어린이집,전라북도,전주시 완산구,가정,20,8,전라북도 전주시 완산구 거마산로 8-4,063-227-1718,063-227-1718,4,N,0,1,,2019-04-01,35.79670036,127.12256
190,맘스어린이집,전라북도,전주시 완산구,가정,15,4,전라북도 전주시 완산구 서신천변11길 22,063-902-4570,063-902-4570,3,N,0,0,,2019-04-01,35.8308328,127.1110926
191,민들레어린이집,전라북도,전주시 완산구,가정,19,5,전라북도 전주시 완산구 신촌3길 1,063-228-3676,063-228-3676,3,N,0,1,,2019-04-01,37.31437232,126.8158677
192,에브리클럽어린이집,전라북도,전주시 완산구,가정,20,5,전라북도 전주시 완산구 여울로 79,063-274-3085,063-274-3085,3,N,4,1,,2019-04-01,35.83677982,127.1149517
193,예꿈어린이집,전라북도,전주시 완산구,가정,19,5,전라북도 전주시 완산구 안터3길 11,063-275-9168,,3,N,0,1,,2019-04-01,35.82853866,127.1193544
194,예삐어린이집,전라북도,전주시 완산구,가정,17,6,전라북도 전주시 완산구 서곡로 8,063-901-7982,063-901-7982,3,N,0,0,,2019-04-01,35.83177947,127.0966134
195,별초롱어린이집,전라북도,전주시 완산구,가정,19,3,전라북도 전주시 완산구 모악로 4651,063-237-1023,063-237-1023,3,N,0,1,,2019-04-01,35.78615975,127.1272936
196,하얀꿈어린이집,전라북도,전주시 완산구,가정,19,5,전라북도 전주시 완산구 난전들로 257,063-227-1451,063-227-1451,3,N,0,1,,2019-04-01,35.7911009,127.1158277
197,해피랜드24시어린이집,전라북도,전주시 완산구,가정,19,6,전라북도 전주시 완산구 새터로 100,063-274-6523,063-274-6523,3,N,0,1,,2019-04-01,37.47600843,126.8573668
198,동아어린이집,전라북도,전주시 완산구,가정,13,3,전라북도 전주시 완산구 새터로 95,063-274-2880,,3,N,0,0,,2019-04-01,37.47594397,126.8567405
199,푸른하늘어린이집,전라북도,전주시 완산구,가정,16,5,전라북도 전주시 완산구 삼천천변2길 51,063-229-7199,,3,N,0,1,,2019-04-01,35.79695088,127.1150192
200,햇살어린이집,전라북도,전주시 완산구,가정,20,5,전라북도 전주시 완산구 당산로 34,063-277-0120,063-277-0120,3,Y,0,1,,2019-04-01,37.51746312,126.8964937
201,아이맘어린이집,전라북도,전주시 완산구,가정,19,4,전라북도 전주시 완산구 평화7길 40,063-228-2298,,3,Y,0,1,,2019-04-01,35.78510901,127.1391306
202,엘지엄마사랑어린이집,전라북도,전주시 완산구,가정,20,3,전라북도 전주시 완산구 세내로 559,063-255-7172,,3,Y,0,1,,2019-04-01,35.83349772,127.0977246
203,위드키즈어린이집,전라북도,전주시 완산구,가정,20,5,전라북도 전주시 완산구 서신천변13길 14-10,063-277-5507,063-277-5507,4,N,5,1,,2019-04-01,35.83111223,127.1127025
204,어깨동무어린이집,전라북도,전주시 완산구,가정,20,4,전라북도 전주시 완산구 선너머3길 19-9,063-288-2201,063-288-2201,3,N,0,1,,2019-04-01,35.8139317,127.1295081
205,키즈맘어린이집,전라북도,전주시 완산구,가정,19,4,전라북도 전주시 완산구 모악로 4681,063-904-7337,,3,Y,0,1,,2019-04-01,35.78735976,127.1275753
206,열린교육어린이집,전라북도,전주시 완산구,가정,20,5,전라북도 전주시 완산구 양지2길 10,063-227-4828,,3,N,0,1,,2019-04-01,37.47087797,126.931769
207,빛뜨란어린이집,전라북도,전주시 완산구,가정,19,5,전라북도 전주시 완산구 강변로 220-16,063-227-4686,063-227-4686,3,N,0,1,,2019-04-01,35.80952137,127.1139376
208,세창어린이집,전라북도,전주시 완산구,가정,19,5,전라북도 전주시 완산구 용리로 179,063-901-3723,063-901-3723,3,N,0,0,,2019-04-01,35.79995967,127.1275199
209,개구쟁이어린이집,전라북도,전주시 완산구,가정,20,4,전라북도 전주시 완산구 하거마4길 16,063-226-4352,063-226-4352,3,N,4,1,,2019-04-01,35.79531542,127.118571
210,즐거운미키어린이집,전라북도,전주시 완산구,가정,19,5,전라북도 전주시 완산구 삼천천변1길 45,063-225-2199,,4,N,5,1,,2019-04-01,35.79572647,127.1152545
211,콜럼버스어린이집,전라북도,전주시 완산구,가정,19,5,전라북도 전주시 완산구 삼천천변3길 20,063-227-4384,,3,N,0,1,,2019-04-01,35.7967368,127.112096
212,초록별 어린이집,전라북도,전주시 완산구,가정,13,4,전라북도 전주시 완산구 온고을로 119,063-251-9626,,3,N,0,1,,2019-04-01,35.83265626,127.1118344
213,휴플러스어린이집,전라북도,전주시 완산구,가정,19,4,전라북도 전주시 완산구 따박골4길 10,063-228-7075,,3,N,0,0,,2019-04-01,35.80671603,127.1278134
214,청아어린이집,전라북도,전주시 완산구,가정,19,6,전라북도 전주시 완산구 서곡로 22,063-251-6780,063-255-6780,3,N,0,1,,2019-04-01,35.83025964,127.0984415
215,마주노리어린이집,전라북도,전주시 완산구,가정,19,5,전라북도 전주시 완산구 용머리로 20,063-228-3881,063-228-3886,3,N,0,0,,2019-04-01,35.80415714,127.112516
216,까르르어린이집,전라북도,전주시 완산구,가정,19,5,전라북도 전주시 완산구 양지1길 16-3,063-223-0068,063-223-0068,3,N,0,1,,2019-04-01,35.79092759,127.118871
217,아이와어린이집,전라북도,전주시 완산구,가정,20,5,전라북도 전주시 완산구 효자동2가 우전로 180,063-221-0399,,3,N,0,1,,2019-04-01,35.81024102,127.1017938
218,꼬마벼리어린이집,전라북도,전주시 완산구,가정,13,5,전라북도 전주시 완산구 새터로 74,063-255-5667,063-255-5668,3,N,0,0,,2019-04-01,35.83521408,127.1142806
219,도담도담어린이집,전라북도,전주시 완산구,가정,13,4,전라북도 전주시 완산구 강변로 120,063-222-2235,063-222-2235,3,N,0,0,,2019-04-01,37.74517382,128.882075
220,사랑샘어린이집,전라북도,전주시 완산구,가정,19,5,전라북도 전주시 완산구 용리로 179,063-224-7149,063-224-7149,3,N,0,1,,2019-04-01,35.79995967,127.1275199
221,팅커벨어린이집,전라북도,전주시 완산구,가정,19,7,전라북도 전주시 완산구 중화산동2가 영경1길 25,063-278-7088,,3,N,0,1,,2019-04-01,35.81826696,127.12524
222,재미랑어린이집,전라북도,전주시 완산구,가정,13,6,전라북도 전주시 완산구 서곡로 8,063-278-2277,063-278-2270,3,N,4,1,,2019-04-01,35.83177947,127.0966134
223,신난다어린이집,전라북도,전주시 완산구,가정,20,5,전라북도 전주시 완산구 당산로 101,063-276-4924,063-275-4924,4,N,0,1,,2019-04-01,37.36065514,126.9460249
224,열방으로어린이집,전라북도,전주시 완산구,가정,13,3,전라북도 전주시 완산구 삼천천변2길 51,063-227-7111,063-901-2874,2,N,0,1,,2019-04-01,35.79695088,127.1150192
225,청운어린이집,전라북도,전주시 완산구,가정,12,2,전라북도 전주시 완산구 서곡로 34,063-275-3042,063-278-8253,2,Y,0,0,,2019-04-01,35.83143239,127.0992794
226,둥근해어린이집,전라북도,전주시 완산구,가정,13,3,전라북도 전주시 완산구 삼천천변1길 32,063-902-2650,,3,Y,0,1,,2019-04-01,35.79394568,127.1133443
227,엄마랑나랑어린이집,전라북도,전주시 완산구,가정,19,6,전라북도 전주시 완산구 평화로 120,063-901-6208,,3,Y,4,1,,2019-04-01,37.70248423,127.0477945
228,세향어린이집,전라북도,전주시 완산구,가정,19,3,전라북도 전주시 완산구 소대배기로 33,063-224-0103,063-224-0103,3,N,4,1,,2019-04-01,35.78782363,127.1341297
229,도래샘어린이집,전라북도,전주시 완산구,가정,19,6,전라북도 전주시 완산구 새터로 100,063-901-7404,,3,N,0,0,,2019-04-01,37.47600843,126.8573668
230,예크어린이집,전라북도,전주시 완산구,가정,16,4,전라북도 전주시 완산구 서곡로 8,063-271-8188,063-904-8189,3,N,0,1,,2019-04-01,35.83177947,127.0966134
231,우리아가어린이집,전라북도,전주시 완산구,가정,19,7,전라북도 전주시 완산구 용머리로 29,063-228-5511,,3,N,0,1,,2019-04-01,35.80830077,127.1126286
232,행복한가정어린이집,전라북도,전주시 완산구,가정,19,6,전라북도 전주시 완산구 평화로 95,063-901-1112,063-902-2289,3,N,0,1,,2019-04-01,35.78510176,127.1331957
233,사과나무어린이집,전라북도,전주시 완산구,가정,20,7,전라북도 전주시 완산구 당산로 43,063-909-0591,063-909-0591,3,N,0,1,,2019-04-01,35.72892331,126.7293287
